,npy_file,min,max
76,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_1838.npy,-7435.9707,6060.799
77,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_1967.npy,-4841.4683,5693.1216
78,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_2914.npy,-9094.822,7408.649
79,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_519.npy,-4203.9404,3257.21
80,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_1940.npy,-4008.1326,4320.922
81,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_2338.npy,-6019.9507,4291.5737
82,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_2421.npy,-6677.307,5889.9004
83,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run62_3444.npy,-7256.747,4455.424
84,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_858.npy,-5707.1816,4099.577
85,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_817.npy,-4930.2393,5053.5073
86,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_3059.npy,-6769.449,5967.667
87,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_2146.npy,-4022.9805,3326.5566
88,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_1918.npy,-4539.831,4119.8403
89,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_313.npy,-4660.505,4144.629
90,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_2359.npy,-4497.494,4196.7285
91,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_2487.npy,-4535.362,3036.2632
92,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run62_3526.npy,-8734.549,7248.5996
93,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_126.npy,-5169.401,4213.05
94,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_788.npy,-4619.0728,3081.3574
95,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_473.npy,-4882.5503,4130.735
96,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_663.npy,-4062.6213,3949.4312
97,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_1902.npy,-6233.1143,3977.1855
98,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_713.npy,-6596.659,3602.63
99,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_163.npy,-5071.8765,3574.9553
100,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run62_3568.npy,-9994.611,6708.6626
101,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_1656.npy,-5525.5625,3845.5435
102,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_3039.npy,-7113.5664,6273.895
103,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_7.npy,-6944.089,4504.7656
104,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_2868.npy,-7915.7617,6782.4443
105,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_2671.npy,-8590.12,8832.796
106,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_1655.npy,-8756.732,4982.9395
107,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_1059.npy,-4102.031,4475.4663
108,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_1564.npy,-4493.079,2868.4575
109,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_2905.npy,-9857.732,8391.17
110,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_1965.npy,-5229.382,4034.6155
111,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_983.npy,-6247.4717,3485.5273
112,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_2510.npy,-5518.5127,4142.9814
113,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_818.npy,-6950.4966,6120.87
114,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_2642.npy,-6148.6387,5126.3896
115,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_827.npy,-7477.6475,6150.7764
116,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_2630.npy,-5110.633,6192.628
117,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_2873.npy,-6950.225,6733.672
118,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_2754.npy,-10693.026,7386.3184
119,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_2595.npy,-4694.03,3357.2207
120,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run62_3189.npy,-6211.8916,3636.6895
121,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_1432.npy,-3271.3755,2865.0298
122,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_2140.npy,-4888.7144,4353.401
123,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_257.npy,-4746.858,4166.331
124,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_133.npy,-5393.497,4252.986
125,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_219.npy,-3824.9368,3274.143
126,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_2670.npy,-5988.6357,4678.872
127,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_2134.npy,-4643.87,3465.0623
128,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_83.npy,-6617.367,6125.708
129,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_280.npy,-7782.8735,5217.8613
130,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_1420.npy,-4403.3745,3044.3901
131,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_1467.npy,-4107.879,4738.098
132,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_1642.npy,-5101.0815,5043.5854
133,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_325.npy,-5186.742,3923.7563
134,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_1857.npy,-6389.758,4915.327
135,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_602.npy,-4503.5044,3618.6577
136,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_753.npy,-5631.8228,5345.4033
137,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_831.npy,-4939.873,4333.2197
138,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_2891.npy,-7951.3994,8310.68
139,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_850.npy,-5353.7734,4104.305
140,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_6.npy,-7019.7437,8986.666
141,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_1143.npy,-5896.896,4075.2507
142,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_2645.npy,-4324.5645,4406.04
143,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_27.npy,-6806.115,5528.6553
144,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_1161.npy,-6551.834,4766.306
145,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_1928.npy,-4392.6094,4090.1978
146,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_874.npy,-6482.794,4675.8413
147,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_1546.npy,-6545.396,3766.0261
148,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_1910.npy,-5503.127,3880.5325
149,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_3041.npy,-6311.983,6308.762
150,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run62_3623.npy,-7239.125,7354.016
151,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_1755.npy,-4919.3657,5166.027
152,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_1133.npy,-5345.3755,3872.0945
153,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run62_3293.npy,-5006.0615,3718.8696
154,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_862.npy,-7098.156,4372.7856
155,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_833.npy,-5941.077,6314.9907
156,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_2361.npy,-3420.2844,3085.5466
157,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_333.npy,-4163.773,3119.8652
158,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run62_3249.npy,-5369.409,4562.089
159,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_683.npy,-3709.0676,3515.336
160,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_1456.npy,-4628.9756,3525.192
161,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_317.npy,-5764.917,4200.487
162,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_513.npy,-5286.187,3517.102
163,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_812.npy,-6329.089,4123.5723
164,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_2131.npy,-4831.9375,3952.3352
165,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_2450.npy,-5345.75,4188.9795
166,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_925.npy,-8007.7314,4938.0728
167,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_84.npy,-6075.6504,5386.0664
168,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_1365.npy,-6637.6885,4604.733
169,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_736.npy,-6596.659,4659.6504
170,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_1562.npy,-3459.637,3925.117
171,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run62_3230.npy,-4160.864,3554.431
172,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_1036.npy,-5480.269,4483.5635
173,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_2103.npy,-5055.2485,3644.3635
174,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_299.npy,-4539.1123,4367.2773
175,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_2750.npy,-5514.2603,5006.969
176,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_535.npy,-4398.1836,2966.973
177,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_1980.npy,-4588.5767,3247.8887
178,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_641.npy,-4495.816,3311.1316
179,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_566.npy,-6569.691,5636.8496
180,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run62_3142.npy,-6398.296,3887.7607
181,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_1108.npy,-4390.7456,3458.4436
182,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_1048.npy,-6309.039,4109.782
183,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run62_3513.npy,-8536.012,6885.1494
184,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run62_3365.npy,-5508.9263,3970.9937
185,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_2252.npy,-7799.8525,5008.323
186,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_2067.npy,-3980.5845,4082.0688
187,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_1159.npy,-4419.7847,4007.0696
188,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_1812.npy,-6132.444,5587.9897
189,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_1916.npy,-5246.6787,4033.4238
190,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_1945.npy,-5992.5312,4805.576
191,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_66.npy,-6433.157,5520.845
192,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_2913.npy,-10830.856,10392.168
193,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run62_3287.npy,-4933.115,3422.2842
194,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_436.npy,-3512.607,2809.1836
195,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run62_3229.npy,-7230.301,8642.274
196,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run62_3140.npy,-3618.3071,2857.3335
197,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run62_3479.npy,-8286.383,6213.6367
198,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_1615.npy,-6562.647,6476.9326
199,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_1262.npy,-5209.8594,3617.7278
200,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_758.npy,-4175.2944,2920.0542
201,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run62_3135.npy,-8757.265,7134.5786
202,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_1864.npy,-4765.4214,3691.5964
203,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_1025.npy,-6287.877,3290.0686
204,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_1782.npy,-6151.817,6705.3013
205,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_3048.npy,-8991.576,5391.539
206,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run1_1385.npy,-4641.8726,5135.302
207,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run2_2796.npy,-8077.883,9687.709
208,/cosma5/data/durham/dc-gond1/official_pix2pix_data_velDiv_F4n1_GR/train/Run62_3366.npy,-6289.265,5289.096
